Customer,frequency,recency,T,monetary_value,probability_alive,pred_num_txn,exp_avg_sales,predicted_ltv,manual_predicted_ltv,CLV
Fossil School District 21J,1.0,63.0,1358.0,2100.0,0.1508351633811717,0.0,2249.4644263957775,6.75740960861938,0.0,1.7569264982410389
Fowler Unified School District,5.0,1498.0,2173.0,4114.4,0.5409355816930207,0.0,4167.995597402132,108.11815467897166,0.0,28.110720216532634
Frank Augustus Miller Middle,7.0,427.0,2117.0,5916.285714285715,0.00019719869291323958,0.0,5970.474664697392,0.07910421279407974,0.0,0.020567095326460734
Frank Intermediate,2.0,235.0,1768.0,7210.5,0.07128768363532802,0.0,7445.72675177412,13.93365520194437,0.0,3.6227503525055362
Frank Sparkes Elementary,7.0,1063.0,2086.0,785.1428571428571,0.07989795058631209,0.0,793.6477371316838,4.320826780294124,0.0,1.1234149628764722
Frank Wagner Elementary School,1.0,1047.0,1911.0,12052.5,0.6713788854855266,0.0,12857.23924438109,124.50943929025094,0.0,32.37245421546525
Fred Traner Middle School,10.0,1387.0,1830.0,2556.96,0.4458163534563886,0.0,2573.910646551392,124.16996978630232,0.0,32.284192144438606
Fremont Intermediate,2.0,264.0,1695.0,2213.0,0.09456466227430467,0.0,2288.951842665561,5.913726095100973,0.0,1.537568784726253
Fremont Unified School District,1.0,36.0,1241.0,950.0,0.13131999560836866,0.0,1023.7481701101096,2.9120344238685294,0.0,0.7571289502058177
French American School of Puget Sound,7.0,560.0,591.0,2985.1428571428573,0.8745327056597894,0.0,3013.234982649583,568.305354527585,0.0,147.75939217717212
Fronteras Spanish Chtr Hs,1.0,366.0,1928.0,1396.0,0.3494358504846795,0.0,1499.1129095043773,7.492430206438454,0.0,1.948031853673998
Fryelands Elementary School,2.0,898.0,1738.0,435.0,0.5495227412367596,0.0,454.28535174109527,6.660474949028289,0.0,1.7317234867473552
Fugman Elementary School,9.0,883.0,2178.0,1082.888888888889,0.0038776646705750125,0.0,1091.5484893317443,0.3509724528505817,0.0,0.09125283774115124
Fuller Elementary School,3.0,490.0,939.0,38142.0,0.4684441418247213,0.0,38947.47098669136,1213.992786849342,0.0,315.63812458082896
Gateway High School,1.0,47.0,1904.0,725.0,0.0868883826480232,0.0,783.9341199672615,0.9859314312640736,0.0,0.2563421721286591
Gateway Unified School District,16.0,1034.0,2185.0,820.49375,0.0001616265118346633,0.0,824.3331055837381,0.019161065012847638,0.0,0.004981876903340386
George Hall Elementary School,4.0,625.0,2086.0,4467.5,0.048672896499776894,0.0,4540.243216322005,8.998986498534963,0.0,2.3397364896190904
George L. Dilworth Middle School,4.0,1617.0,1968.0,3746.775,0.759297551612579,0.0,3808.2132822036374,124.47603744000128,0.0,32.363769734400336
George Westergard Elementary School,7.0,2039.0,2124.0,525.2857142857143,0.8805360187311432,0.0,531.4770098851216,31.34360740800173,0.0,8.14933792608045
Getchell High School,2.0,1583.0,2103.0,3857.5,0.7393884115532738,0.0,3985.8635661331,65.577102655713,0.0,17.05004669048538
Glacier Park Elem School,1.0,190.0,1968.0,1050.0,0.20461838995011117,0.0,1130.33219239582,3.2438890509398544,0.0,0.8434111532443621
Glacier Peak High School,1.0,14.0,884.0,1972.5,0.15217330635284168,0.0,2113.569797981497,9.508657627621341,0.0,2.472250983181549
Glenn Duncan Elementary School,4.0,1478.0,1781.0,3471.75,0.7675847313829492,0.0,3528.874376753009,128.21059359072424,0.0,33.33475433358831
Glenwood Elementary School,1.0,54.0,2178.0,1848.0,0.0782854132519301,0.0,1980.8726902357876,1.973974741257295,0.0,0.5132334327268967
Glenwood School District 401,1.0,76.0,1141.0,149.0,0.20194150314348944,0.0,170.0101516015705,0.803851622127104,0.0,0.20900142175304706
Golden Valley Unified School District,2.0,123.0,2072.0,12796.0,0.01840854020798229,0.0,13209.241760243527,5.488085870281083,0.0,1.4269023262730816
Grace Warner Elementary School,2.0,241.0,913.0,1019.25,0.26646074008156256,0.0,1057.1559351621408,13.661916131412838,0.0,3.5520981941673377
Grand View Elementary School,3.0,427.0,1952.0,330.0,0.052779165768471865,0.0,340.51423748670396,0.6045979886979581,0.0,0.1571954770614691
Granger Middle School,2.0,375.0,1847.0,975.5,0.1430720800217856,0.0,1012.0115825311256,3.646322414844311,0.0,0.9480438278595209
Granger School District 204,6.0,1527.0,1907.0,3354.875,0.6974164706828914,0.0,3391.5440316617915,152.0143760537524,0.0,39.52373777397562
Granite Falls School District 332,21.0,1862.0,2166.0,5515.986666666667,0.4972641605771346,0.0,5532.7620858591845,520.1241981730147,0.0,135.23229152498385
Grants Pass School District 7,25.0,2141.0,2185.0,823.1232000000001,0.9395991873644989,0.0,825.5834771451996,172.52674990537298,0.0,44.856954975396974
Green Acres Elementary,3.0,165.0,2149.0,1298.6000000000001,0.003508914596990377,0.0,1329.478013729157,0.14317025597712774,0.0,0.03722426655405321
Greenbrae Elementary School,1.0,24.0,598.0,634.0,0.25352472326211783,0.0,686.9426596872652,7.275476520685964,0.0,1.8916238953783506
Harbour Pointe Middle School,6.0,1051.0,1968.0,2172.3333333333335,0.16677649507491735,0.0,2196.7008429759544,22.850284420790413,0.0,5.941073949405507
Hawthorne Elementary School,1.0,24.0,2040.0,2072.0,0.06203150723251167,0.0,2219.6209001557786,1.8659661339830127,0.0,0.48515119483558333
Health Science High and Middle College,1.0,35.0,1262.0,9825.0,0.12745690653997455,0.0,10483.080147966893,28.49367995358654,0.0,7.408356787932501
Helen Keller Elem School,4.0,842.0,1900.0,932.0,0.19861169990436017,0.0,949.2871206190821,8.392504207083798,0.0,2.1820510938417876
Helena School District 1,6.0,226.0,1662.0,1379.1783333333333,0.0001413171949087498,0.0,1395.2949593308833,0.014435300163753701,0.0,0.0037531780425759625
Helm Elementary School,1.0,296.0,2144.0,398.0,0.2669020523003256,0.0,435.404367092989,1.5017437401719456,0.0,0.39045337244470585
Henry David Thoreau Elementary School,5.0,1813.0,1906.0,1269.2,0.8622943610804029,0.0,1287.2045357331328,60.3165604781855,0.0,15.68230572432823
Henry Miller Elementary School,9.0,1311.0,1781.0,1774.3333333333333,0.4298094156910601,0.0,1787.7715824397246,77.1607783778396,0.0,20.061802378238298
Hephatha Lutheran School Church and School,6.0,1458.0,1577.0,5189.333333333333,0.8479735366134681,0.0,5245.085523091669,342.12459582941483,0.0,88.95239491564786
Heritage Christian Academy,13.0,2038.0,2054.0,4248.331538461538,0.9317667002215148,0.0,4269.4272099328555,496.3071804241961,0.0,129.03986691029098
Heritage High School,1.0,1328.0,2157.0,974.0,0.7039879939115219,0.0,1049.3283354586802,9.491019661638758,0.0,2.467665112026077
Heritage Oak Private Education,25.0,2116.0,2166.0,1550.6668,0.9352975678334574,0.0,1554.9292342098404,326.16279722481886,0.0,84.8023272784529
Hermiston School District 8R,4.0,281.0,2159.0,62.084999999999994,0.002367551692868326,0.0,65.72706631462495,0.006131834966081109,0.0,0.0015942770911810886
Herz Middle School,2.0,71.0,218.0,37855.0,0.5274093590675771,0.0,39066.89507637187,3212.9942692035943,0.0,835.3785099929346
Hidden River Middle School,2.0,465.0,2033.0,1144.5,0.17071108207955135,0.0,1186.397767551505,4.6547893121441595,0.0,1.2102452211574815
Hidden Valley Elementary School,5.0,1192.0,1409.0,324.0,0.7759277747976961,0.0,330.18087782172483,18.512223475181383,0.0,4.81317810354716
Highgrove Elementary School,4.0,675.0,2123.0,782.25,0.06027215122554572,0.0,797.188216551337,1.9240133930242742,0.0,0.5002434821863113
Highland Elementary School,7.0,664.0,1982.0,3096.6428571428573,0.005243083457210923,0.0,3125.727699865604,1.1725057863640818,0.0,0.30485150445466125
Highland High School,7.0,1027.0,1330.0,4752.072857142856,0.6225308240181563,0.0,4795.896478887283,311.02381184803727,0.0,80.8661910804897
Hillsboro School District 1J,1.0,76.0,2115.0,497.02,0.09815559702755278,0.0,540.9438659602993,0.6951549890553718,0.0,0.18074029715439666
Hockinson School District 98,3.0,504.0,987.0,4058.9733333333334,0.44983731919104997,0.0,4147.88523608338,118.65581229720856,0.0,30.850511197274226
Holy Family Kirkland,3.0,497.0,591.0,6590.333333333333,0.7924317445103953,0.0,6732.464365372142,534.5889064362501,0.0,138.99311567342502
Holy Rosary Bilingual Academy - Tacoma,4.0,847.0,1990.0,2259.5,0.17250680940245422,0.0,2297.6096257939175,16.88240192715162,0.0,4.3894245010594215
Holy Rosary School - Edmonds,16.0,2044.0,2136.0,4954.59375,0.8984619437766634,0.0,4974.455970011404,656.8332401219786,0.0,170.77664243171446
Horace Mann Elementary School,3.0,780.0,1599.0,3091.066666666667,0.39268183125395417,0.0,3159.6293697640417,50.427506409488664,0.0,13.111151666467054
Horizon Elementary School,2.0,278.0,1806.0,1540.0,0.0901656839841632,0.0,1594.5027153358842,3.698660582375481,0.0,0.961651751417625
Houghton-Kearney K-8 School,4.0,736.0,2080.0,3416.625,0.08965942704395385,0.0,3472.8847134025286,12.714770147559717,0.0,3.3058402383655263
Huffaker Elementary School,2.0,166.0,2150.0,1123.5,0.026314461607575428,0.0,1164.7284782886175,0.6677148138773754,0.0,0.17360585160811762
Hug High School,3.0,388.0,2019.0,7729.09,0.03662575607774529,0.0,7895.16216971649,9.419807510721602,0.0,2.4491499527876166
Hunter Lake Elementary School,3.0,489.0,1598.0,4322.0,0.13708826542565095,0.0,4416.441756338523,24.621782861448082,0.0,6.401663543976501
Huntington Christian School,10.0,1730.0,1899.0,4695.0,0.831511839883851,0.0,4725.240068883917,410.49667003755235,0.0,106.72913420976361
Huron Elementary School,6.0,1065.0,2178.0,586.8333333333334,0.10371190465795373,0.0,594.7075018014547,3.4921795591080205,0.0,0.9079666853680853
Immaculate Conception Regional School,3.0,814.0,906.0,3738.9133333333334,0.8202568150686336,0.0,3821.096317825937,215.41588217421392,0.0,56.00812936529562
Incline Elementary School,15.0,1266.0,1472.0,2199.866666666667,0.6542949050527141,0.0,2209.667068092631,283.76651403513625,0.0,73.77929364913543
Incline High School,9.0,2071.0,2095.0,1766.0,0.9127503262352207,0.0,1779.3806565224663,139.76451206891213,0.0,36.33877313791715
Incline Middle School,1.0,1064.0,1983.0,3084.0,0.6647998110933504,0.0,3298.251205687166,30.531116438571953,0.0,7.938090274028708
Inglewood Middle School,4.0,1770.0,1897.0,1041.0,0.8438228365860968,0.0,1059.9968404413473,39.874721541835086,0.0,10.367427600877123
Inglewood Unified School District,2.0,157.0,661.0,2548.0,0.26445259367750434,0.0,2634.628599954479,45.04370600083944,0.0,11.711363560218256
Ingraham High School,1.0,41.0,1969.0,650.0,0.0784203476711929,0.0,703.9961032529789,0.7739336480984025,0.0,0.20122274850558466
Integrated Technologies Group,1.0,645.0,2117.0,1062.5,0.4852036817872946,0.0,1143.6551951815336,7.258395379616048,0.0,1.8871827987001726
InterMountain ESD,12.0,1153.0,2141.0,1421.8033333333333,0.009660664137700545,0.0,1430.0405079330467,1.5336591332474196,0.0,0.39875137464432914
International Cmty School,1.0,15.0,701.0,1850.0,0.19745960556429504,0.0,1983.0043706815018,14.239508401203665,0.0,3.702272184312953
Intra Communication Systems Inc,2.0,315.0,2005.0,2690.0,0.08941244140474248,0.0,2781.154270208289,5.791368065175302,0.0,1.5057556969455785
Issaquah School District 411,3.0,776.0,2122.0,120.33333333333333,0.20065384085416518,0.0,126.4395540065942,0.7881012391404859,0.0,0.20490632217652635
IvyTech Charter School,2.0,374.0,2173.0,1476.75,0.10192369765921054,0.0,1529.2368798179018,3.361217664408393,0.0,0.8739165927461823
Jarman Elementary School,1.0,220.0,2145.0,172.5,0.20928059748771796,0.0,195.0573968387124,0.5272888087818728,0.0,0.13709509028328692
Jefferson Elementary School,22.0,1608.0,2185.0,4431.272727272727,0.031174306008653244,0.0,4444.229171954079,27.184468409607366,0.0,7.067961786497915
Jerry Whitehead Elem School,12.0,1360.0,2089.0,3203.7083333333335,0.08185390597141252,0.0,3221.1657835414403,29.965126171792424,0.0,7.79093280466603
Jesse Hall Elementary School,12.0,1393.0,2145.0,1098.8916666666667,0.07921175277251435,0.0,1105.4579696072105,9.70356548394745,0.0,2.522927025826337
Jessie Beck Elementary School,3.0,1295.0,2165.0,520.0,0.5427614719862883,0.0,534.5087837246413,8.840558212366139,0.0,2.298545135215196
John F. Kennedy Catholic High School - Burien,7.0,492.0,1662.0,9970.0,0.002659053577229209,0.0,10060.280358126996,2.2615454246015587,0.0,0.5880018103964053
John F. Kennedy High School,12.0,1401.0,2017.0,5595.305833333333,0.16088551232302972,0.0,5625.13834736041,106.34814042226564,0.0,27.650516509789067
John H. Nuffer Elementary School,1.0,57.0,976.0,2249.0,0.20701807853678966,0.0,2408.2746196014855,13.472546818039895,0.0,3.5028621726903726
John James Audubon Elementary,3.0,1451.0,1907.0,863.3333333333334,0.72283589475755,0.0,885.0603321896858,22.00525044848707,0.0,5.721365116606639
John Muir Elementary School,4.0,1470.0,1515.0,840.75,0.8646278292913104,0.0,856.6058184742958,40.83889022857513,0.0,10.618111459429535
John W. North High School,2.0,145.0,1905.0,1216.25,0.028254258619727125,0.0,1260.4345058663703,0.8708499413358751,0.0,0.22642098474732755
Joint Base Elmendorf (Anchorage),1.0,608.0,2178.0,236.0,0.45673705948454285,0.0,262.7382509901384,1.5275440196698742,0.0,0.3971614451141673
Journey Education,2.0,63.0,191.0,250.0,0.5521756542493665,0.0,263.38923204423014,24.815189335690864,0.0,6.451949227279624
Juanita High School,15.0,1980.0,2081.0,15607.0,0.8897343805566689,0.0,15672.242040639447,1973.3259380490979,0.0,513.0647438927655
Juniper Elementary School,4.0,187.0,1708.0,1515.795,0.0017405926848580847,0.0,1542.239238817608,0.13219704037295857,0.0,0.03437123049696923
Kamala School,3.0,1378.0,2039.0,3548.6666666666665,0.6388725218838677,0.0,3626.8499190191997,74.7742988050705,0.0,19.441317689318332
Kamiak High School,4.0,1241.0,1731.0,1460.0,0.6424510966796004,0.0,1485.5690661801466,46.40972672689537,0.0,12.066528948992797
Kamiakin Middle School,1.0,1499.0,1849.0,429.0,0.7763484661736972,0.0,468.4454140015592,5.413038220925119,0.0,1.407389937440531
Kate Smith Elementary School,3.0,907.0,1736.0,481.0,0.44156062517922007,0.0,494.68885054948566,8.214364327480515,0.0,2.135734725144934
Katherine Dunn Elem School,8.0,1079.0,2148.0,3967.09375,0.04247321635456034,0.0,3999.288302430408,12.764189038135761,0.0,3.318689149915298
Kellogg Middle School,1.0,335.0,807.0,88.2,0.6106717674875943,0.0,105.20706605185867,2.0616501258714712,0.0,0.5360290327265825
Kennedy Elementary School,1.0,230.0,588.0,297.0,0.6091750048470347,0.0,327.7545045844216,8.463097619049615,0.0,2.2004053809529
Kent Prairie Elementary School,1.0,8.0,913.0,3145.0,0.1362128001939679,0.0,3363.2674592814496,13.154012909347207,0.0,3.420043356430274
Kent School District 415,3.0,1541.0,1647.0,46596.0,0.8369028711090247,0.0,47579.207270352,1573.8425107200294,0.0,409.1990527872077
Kidder Mathews,1.0,133.0,451.0,229.0,0.5612616218556895,0.0,255.2773694301387,7.598711068865783,0.0,1.9756648779051036
Kids Unlimited,1.0,371.0,1977.0,1899.0,0.3451502221062319,0.0,2035.2305416015,9.809479564874968,0.0,2.5504646868674916
Kingswood Elementary School,3.0,175.0,2061.0,4713.5,0.004598121816732742,0.0,4816.172623981431,0.7073602128975159,0.0,0.18391365535335416
Kirkland Junior High School,4.0,1234.0,1361.0,1103.75,0.8282390293818643,0.0,1123.7311057518716,56.737262572730515,0.0,14.751688268909934
Kitsap County,1.0,76.0,1731.0,13298.0,0.12554022188475925,0.0,14184.74324194961,28.218462464429724,0.0,7.336800240751728
Klamath Falls City Schools,1.0,18.0,2051.0,99.16,0.05718540079296418,0.0,116.88867489437251,0.09012344880450605,0.0,0.023432096689171573
Knight High School,3.0,105.0,941.0,33098.473333333335,0.019769619209614377,0.0,33797.90958069696,44.37408992734228,0.0,11.537263381108994
Kodiak Area Native Association,3.0,1010.0,2016.0,10404.066666666668,0.4042994744207916,0.0,10626.377352069492,140.1518991819182,0.0,36.43949378729873
La Veta Elementary School,4.0,895.0,2074.0,276.0,0.1792129081040657,0.0,282.9974306795778,2.0766923429599795,0.0,0.5399400091695947
Lake Stevens School District 4,1.0,49.0,112.0,22906.769999999997,0.7287172190289225,0.0,24426.156800132245,2494.911421008894,0.0,648.6769694623125
Lake Stickney,3.0,83.0,1647.0,11539.666666666666,0.0021975857325918025,0.0,11785.852124215815,1.0237073624654263,0.0,0.2661639142410108
Lake Tapps Elementary School,3.0,416.0,899.0,9615.666666666666,0.38674495053643204,0.0,9821.402087574808,262.8936384309681,0.0,68.35234599205171
Lake Washington High School,6.0,1561.0,1907.0,2265.6666666666665,0.7249723251317024,0.0,2291.0050867537025,106.7437567756558,0.0,27.75337676167051
Lake Washington School District 414,111.0,2093.0,2145.0,61335.121981981974,0.8793739233580921,1.0,61369.36957184063,53455.466649828166,61369.36957184063,13898.421328955324
Lakeside Middle School,1.0,43.0,1368.0,2475.0,0.12539095104973683,0.0,2649.1545099671907,6.570404927993105,0.0,1.7083052812782074
Lakeside School,6.0,301.0,1582.0,3242.1666666666665,0.0007570125191888334,0.0,3277.6632372783943,0.19029315192461274,0.0,0.049476219500399314
Lakeview Elementary School,3.0,837.0,1267.0,946.6666666666666,0.631300130827938,0.0,970.1456594870267,30.951595543292942,0.0,8.047414841256165
Lakeview Terrace Elem School,4.0,1464.0,1515.0,5515.0,0.8626082194346735,0.0,5604.1737806690035,266.55626108763767,0.0,69.3046278827858
Lakewood Elementary School,2.0,437.0,1900.0,1335.75,0.17520811993703156,0.0,1383.7430804813723,5.943407080064105,0.0,1.5452858408166674
Lakewood High School,9.0,1338.0,1963.0,1224.5888888888887,0.2729740688890388,0.0,1234.2277936288046,30.847715399284777,0.0,8.020406003814042
Lakewood Middle School,4.0,1195.0,1849.0,3867.145,0.5374658905755626,0.0,3930.4713461945184,96.49741567041922,0.0,25.089328074308998
Lakewood School District 306,92.0,2056.0,2185.0,11375.63760869565,0.27528788865472353,0.0,11383.395167073919,2530.0212117339943,0.0,657.8055150508385
Lancaster High School,4.0,1072.0,1205.0,2180.0,0.817351295162723,0.0,2216.8626283088706,123.68534831724854,0.0,32.15819056248462
Laton Elementary School,8.0,828.0,1955.0,2723.4875,0.012161989552714633,0.0,2746.0046550970633,2.745272412385638,0.0,0.7137708272202659
Laton High School,6.0,720.0,2156.0,4351.5,0.01232295936704572,0.0,4398.536534751061,3.098875452273845,0.0,0.8057076175911998
Laton Unified School District,7.0,882.0,2156.0,12421.285714285714,0.018842054840292655,0.0,12533.390588376453,15.592247619259462,0.0,4.05398438100746
Laura Ingalls Wilder Elem Sch,5.0,1591.0,1920.0,842.6200000000001,0.754055932067252,0.0,855.2883783147576,34.80381409771267,0.0,9.048991665405294
Laurelhurst Elementary School,2.0,588.0,1960.0,971.5,0.26809773347497307,0.0,1007.8840988620042,6.430810308360155,0.0,1.6720106801736405
Lemmon Valley Elementary School,8.0,1265.0,2141.0,684.9,0.13696780896522964,0.0,691.553435180659,7.139931675174934,0.0,1.856382235545483
Lemonwood Elementary School,6.0,1165.0,1920.0,29501.833333333332,0.30112848591973357,0.0,29810.499025018522,573.20607460579,0.0,149.0335793975054
Libby C Booth Elem School,7.0,1783.0,1793.0,6802.428571428572,0.904608431644417,0.0,6864.507111706971,488.63670149792733,0.0,127.0455423894611
Liberty Elementary School,1.0,14.0,1360.0,3000.0,0.09164263112767533,0.0,3208.7206269671697,5.848309685846906,0.0,1.5205605183201956
Liddell Elementary School,4.0,343.0,2124.0,886.6,0.005043512229113296,0.0,903.1749987848542,0.18232238559312444,0.0,0.04740382025421236
Life Academy,2.0,73.0,1165.0,2060.0,0.03545027815757603,0.0,2131.075592321667,2.9316729584878143,0.0,0.7622349692068318
Lincoln County School District,3.0,261.0,2159.0,1792.2600000000002,0.010366828429842344,0.0,1833.516685812421,0.5807646509994827,0.0,0.1509988092598655
Lincoln Elementary,1.0,47.0,1562.0,745.0,0.11106392476935185,0.0,805.2509244244036,1.5617989024532266,0.0,0.4060677146378389
Lincoln Elementary School,4.0,1433.0,1897.0,2832.25,0.689445316196504,0.0,2879.343497612288,88.49833937995784,0.0,23.00956823878904
Lincoln Park Elementary School,2.0,959.0,1570.0,9591.4,0.6414060293388395,0.0,9902.50821872691,186.55124773609109,0.0,48.50332441138369
Littlerock High School,7.0,640.0,1200.0,13219.048571428571,0.12393805952637217,0.0,13338.256162313819,189.44051991983596,0.0,49.25453517915735
Live Oak School District,3.0,365.0,1998.0,1703.6666666666667,0.032121986912440045,0.0,1743.0607726560718,1.84221872395805,0.0,0.478976868229093
Lois Allen Elementary School,3.0,1659.0,1925.0,7810.0,0.7964567603136072,0.0,7977.773215696025,216.60772751267493,0.0,56.318009153295485
Longfellow Elementary School,1.0,39.0,1687.0,500.0,0.09335904190979447,0.0,544.1200698244135,0.8248528408406809,0.0,0.21446173861857704
Longview School District 122,3.0,752.0,1949.0,163.33333333333334,0.2317620291521972,0.0,170.34358289202214,1.330066425702521,0.0,0.34581727068265544
Lopez Island School District 144,1.0,825.0,2177.0,359.0,0.5545977415631413,0.0,393.836598401562,2.781566851712192,0.0,0.7232073814451699
Los Angeles Clippers,5.0,218.0,2095.0,2575.2,0.00018511060546830288,0.0,2609.541498526509,0.023988145894711616,0.0,0.00623691793262502
Los Banos Elementary School,5.0,1301.0,2177.0,301.0,0.36182091892703955,0.0,306.89316714465923,5.315481420249289,0.0,1.3820251692648151
Los Banos High School,2.0,58.0,947.0,375.0,0.04418183187298615,0.0,392.37309670427413,0.8133661250398113,0.0,0.21147519251035096
Los Banos Junior High School,16.0,1895.0,2177.0,4803.5625,0.6657154742154406,0.0,4822.839356028169,463.35889388337824,0.0,120.47331240967834
Los Banos Unified School District,14.0,1609.0,1891.0,947.7557142857141,0.634428891474052,0.0,952.7099945649072,87.63412482151513,0.0,22.784872453593934
Lou Mendive Middle School,8.0,1811.0,2141.0,1318.25,0.735199180881839,0.0,1329.8319884112927,73.69730291340981,0.0,19.161298757486552
Louisa May Alcott Elementary School,6.0,737.0,2067.0,673.3333333333334,0.018181127276605584,0.0,682.1073277311893,0.7381455499718353,0.0,0.1919178429926772
Luckiamute Charter School,2.0,770.0,2178.0,506.5,0.33871026866327103,0.0,528.0641223266405,3.8486257561782313,0.0,1.0006426966063402
Lynden Middle School,2.0,166.0,1113.0,105372.0,0.11016348317637831,0.0,108735.72379838939,484.8404312497785,0.0,126.05851212494241
Lynden School District 504,2.0,1134.0,1218.0,83027.0,0.8238685949351808,0.0,85678.56815175993,2628.717925819883,0.0,683.4666607131696
Lyon County School District,6.0,721.0,1652.0,3787.6666666666665,0.06083535844319214,0.0,3828.83786207227,17.14987512315071,0.0,4.458967532019185
Madera County Superintendent of Schools,8.0,1156.0,2178.0,1594.0,0.06364404141766851,0.0,1607.7277980794813,7.58766709603919,0.0,1.9727934449701894
Magnolia Public Schools,1.0,26.0,1224.0,859.0,0.12009697291172568,0.0,926.7567098301133,2.4419363994350607,0.0,0.6349034638531158
Maple View Middle School,1.0,113.0,1205.0,1370.0,0.23963948354515,0.0,1471.4010637100926,7.8492862426455465,0.0,2.0408144230878422
Marcola School District 79J,8.0,1666.0,1668.0,8456.25,0.9140661134293643,0.0,8523.377915560994,744.3857745161149,0.0,193.54030137418988
Margaret Mead Elem School,3.0,356.0,813.0,42163.333333333336,0.3582014447663567,0.0,43053.348540751846,1168.2623133808288,0.0,303.7482014790155
Marie Cabayan Elementary,3.0,146.0,1541.0,3084.6666666666665,0.007966741808142221,0.0,3153.0948166276053,1.0571130439989547,0.0,0.2748493914397282
Marin Preparatory School,1.0,301.0,1199.0,9086.0,0.4512094080135912,0.0,9695.424223275495,97.8353145662489,0.0,25.437181787224713
Marina West Elementary,2.0,636.0,1701.0,1395.5,0.3761184822706388,0.0,1445.3973677888732,14.803177809425982,0.0,3.8488262304507557
Mariner High School,12.0,630.0,1829.0,1632.9583333333333,7.058356759147028e-05,0.0,1642.2881067506548,0.01494842348177848,0.0,0.0038865901052624052
Mariposa Acad-Language & Lrng,5.0,1623.0,1743.0,6548.8,0.8488352521620288,0.0,6632.847896195543,333.0366459484961,0.0,86.58952794660898
Maritime Academy of Toledo,2.0,252.0,2124.0,2917.2749999999996,0.05360605731506169,0.0,3015.6727329331807,3.5630927083543447,0.0,0.9264041041721296
Mark Twain Elementary School,5.0,1308.0,1778.0,1445.4,0.6259430583235478,0.0,1465.6086497026527,53.253038924895975,0.0,13.845790120472953
Marshall Elementary,1.0,358.0,1113.0,55463.0,0.5253684047175555,0.0,59125.89623871933,744.1719933581279,0.0,193.48471827311326
Marshall Elementary School,1.0,1027.0,1618.0,4598.0,0.7146078676113891,0.0,4911.933303092819,59.29272999214087,0.0,15.416109797956628
Marvin Moss Elementary School,1.0,100.0,1655.0,2615.0,0.1567434882690394,0.0,2798.372141167185,7.252579063274399,0.0,1.8856705564513438
Marvin Picollo Spec Ed Center,1.0,431.0,1316.0,5139.0,0.5236569780882817,0.0,5488.552863658511,58.94499023610836,0.0,15.325697461388174
Marysville School District 25,76.0,2150.0,2178.0,11266.599605263156,0.9644148760185627,1.0,11275.902963781395,7282.980040000538,11275.902963781395,1893.57481040014
Marysville-Pilchuck High Sch,3.0,672.0,2103.0,1624.1866666666665,0.14257945866605748,0.0,1661.9097908929596,7.424219641725707,0.0,1.9302971068486838
Mathews Elementary School,1.0,126.0,1872.0,30.0,0.1589978205210696,0.0,43.17516508157531,0.10098131458582939,0.0,0.026255141792315643
Medford School District 549C,5.0,1495.0,2142.0,5991.0,0.55699268620501,0.0,6068.07028681871,164.32127910389946,0.0,42.72353256701386
Mercer Island School District 400,2.0,1343.0,2185.0,2398.0,0.6396487274589887,0.0,2479.847962362426,34.02689443174888,0.0,8.846992552254708
Miguel Sepulveda Elem School,6.0,1103.0,1657.0,3069.8333333333335,0.4343132667726054,0.0,3103.537187160195,98.95998914482237,0.0,25.72959717765382
Mike Inskeep Elementary,1.0,28.0,92.0,58742.31,0.7111037001358673,0.0,62621.11673993686,6911.693698995395,0.0,1797.0403617388026
Miramonte Elementary,2.0,715.0,2115.0,901.5,0.31821132229925736,0.0,935.6531346523795,6.589067234130787,0.0,1.7131574808740047
Modoc Joint Unified School District,5.0,511.0,2102.0,8485.4,0.006959137150743516,0.0,8593.673135204464,2.9604084965504374,0.0,0.7697062091031137
Monroe High School,6.0,1309.0,1778.0,1559.5833333333333,0.5821242244171061,0.0,1577.5766425315048,63.076399725093616,0.0,16.39986392852434
Monroe School District 103,35.0,1994.0,2010.0,58239.76085714286,0.963173588396746,0.0,58343.03332551608,18845.61892256873,0.0,4899.8609198678705
Montclair Elementary School,1.0,83.0,2165.0,78.24,0.10063614604334896,0.0,94.59129743220193,0.12187116590806281,0.0,0.03168650313609633
Moorpark Unified School District,14.0,907.0,2096.0,2337.8571428571427,0.00018783997773073562,0.0,2348.9722378150873,0.05800562292587983,0.0,0.015081461960728756
Moreno Valley Unified School District,1.0,11.0,1232.0,850.0,0.09950028091804766,0.0,917.1641478243994,1.9901264431208376,0.0,0.5174328752114178
Mortgage Lending Group,1.0,34.0,336.0,475.0,0.43481530834451937,0.0,517.474064252986,15.121726805428194,0.0,3.931648969411331
Moses Lake School District 161,8.0,1527.0,1618.0,854.875,0.8711510655378644,0.0,862.8511332707782,73.90896132797006,0.0,19.216329945272218
Mound Elementary School,1.0,21.0,1984.0,595.0,0.06200676581953452,0.0,645.3748909958382,0.5569423084165234,0.0,0.1448050001882961
Mount Baker School District,2.0,733.0,1330.0,1185.0,0.59132835097487,0.0,1228.188539701359,24.92172209418568,0.0,6.479647744488276
Mount Rose Elementary School,5.0,1094.0,2145.0,1009.844,0.2028863284634833,0.0,1024.6042100652624,10.093028411901095,0.0,2.6241873870942847
